NUMBER	X_IMAGE	Y_IMAGE	RA	DEC	A_IMAGE	B_IMAGE	THETA_IMAGE	ELLIPTICITY	FLUX_AUTO	FLUXERR_AUTO	MAG_AUTO	MAGERR_AUTO	KRON_RADIUS	R_EFF_PIX	R_EFF_ARCSEC	MU_EFF	SNR_TOTAL	FLUX_APER_5	FLUX_APER_10	FLUX_APER_20	FLUX_APER_40	SERSIC_N	SERSIC_RE	SERSIC_CHI2	MAG_SERSIC	MU_EFF_SERSIC	LSBG_CONF	LSBG_GRADE	FLAGS	LABEL	MATCH_INFO
534	1656.176	3285.669	21.6190659	-1.3801132	9.355	6.056	-1.425	0.3526	1.813171e+03	1.833250e+02	21.8539	0.1098	3.500	10.951	2.8801	26.7401	9.890	1.490963e+02	4.765835e+02	7.776765e+02	9.310181e+02	0.360	9.183	2.943	23.2042	26.2046	0.536	B	0	0	unmatched_138.55
535	720.814	3319.171	21.6874175	-1.3776585	15.365	7.737	43.742	0.4964	1.278115e+04	2.740286e+02	19.7336	0.0233	3.500	29.262	7.6959	27.2199	46.642	2.794541e+02	4.599701e+02	6.440292e+02	4.455708e+03	NaN	NaN	NaN	NaN	NaN	0.532	B	0	0	unmatched_208.23
536	2028.653	3322.410	21.5918466	-1.3774314	14.130	8.461	69.741	0.4012	3.588176e+03	2.773946e+02	21.1128	0.0839	3.685	20.016	5.2642	28.4950	12.935	5.995950e+01	1.513868e+02	3.472759e+02	7.187266e+02	0.360	49.729	2.821	22.8114	27.6802	0.373	C	0	0	unmatched_104.38
537	5374.038	3380.187	21.3473778	-1.3732174	16.987	5.375	-75.245	0.6836	1.215196e+04	2.568951e+02	19.7884	0.0230	3.500	35.960	9.4574	28.0203	47.303	2.814204e+02	5.130676e+02	1.116786e+03	2.438010e+03	NaN	NaN	NaN	NaN	NaN	0.399	C	0	0	unmatched_70.76
538	6623.655	3419.109	21.2560607	-1.3703701	12.521	6.065	-26.244	0.5156	2.825946e+03	2.309157e+02	21.3721	0.0887	3.500	12.082	3.1775	27.4276	12.238	-1.099042e-01	1.702096e+02	4.841026e+02	7.932718e+02	0.360	16.566	3.363	23.4639	26.8724	0.438	C	0	0	unmatched_389.10
539	861.902	3434.612	21.6771064	-1.3692262	10.411	4.062	-44.960	0.6098	1.855239e+03	1.573510e+02	21.8290	0.0921	3.500	24.224	6.3710	28.2567	11.790	1.782056e+02	3.092464e+02	5.586448e+02	1.457639e+03	0.731	11.025	3.352	23.3936	26.1738	0.397	C	0	0	unmatched_160.76
540	5273.108	3445.013	21.3547536	-1.3684817	13.818	4.187	47.611	0.6970	4.117757e+03	2.416702e+02	20.9633	0.0637	4.342	25.751	6.7724	27.6400	17.039	1.068486e+02	4.059939e+02	6.618656e+02	2.507456e+03	NaN	NaN	NaN	NaN	NaN	0.385	C	0	0	unmatched_47.99
541	659.159	3410.141	21.6919220	-1.3710122	13.454	6.394	52.557	0.5247	2.722473e+03	2.294733e+02	21.4126	0.0915	3.554	11.701	3.0772	27.4662	11.864	2.007980e+02	2.645156e+02	4.799974e+02	6.219671e+02	NaN	NaN	NaN	NaN	NaN	0.357	C	0	0	unmatched_211.19
542	5913.987	3445.710	21.3079205	-1.3684294	12.522	9.968	-55.190	0.2040	5.239628e+03	2.627738e+02	20.7017	0.0545	3.500	25.366	6.6712	28.1341	19.940	1.899870e+02	3.350255e+02	5.502359e+02	1.736591e+03	NaN	NaN	NaN	NaN	NaN	0.466	C	0	0	unmatched_213.59
543	5897.248	3469.886	21.3091438	-1.3666632	17.801	6.307	20.363	0.6457	7.223338e+03	2.672194e+02	20.3532	0.0402	3.764	34.400	9.0471	28.4193	27.031	2.361615e+02	3.299695e+02	3.485233e+02	1.654434e+03	0.485	3.348	3.720	23.9519	25.3567	0.454	C	0	0	unmatched_209.87
544	2270.857	3477.170	21.5741465	-1.3661267	8.850	4.258	-62.154	0.5189	5.183971e+03	1.779031e+02	20.7133	0.0373	4.046	20.588	5.4146	27.3598	29.139	2.620444e+02	3.722524e+02	9.291898e+02	3.050444e+03	0.619	2.907	4.701	23.9108	25.2263	0.558	B	0	0	unmatched_84.78
545	6545.876	3461.965	21.2617446	-1.3672396	20.953	14.952	57.012	0.2864	8.230651e+03	4.485397e+02	20.2114	0.0592	3.500	25.861	6.8014	28.0185	18.350	-8.072108e+00	7.226524e+01	5.809177e+02	1.341725e+03	NaN	NaN	NaN	NaN	NaN	0.449	C	0	0	unmatched_379.34
546	536.553	3476.452	21.7008808	-1.3661668	23.919	11.955	53.554	0.5002	3.574938e+04	5.230667e+02	18.6168	0.0159	4.472	21.294	5.6004	27.8240	68.346	1.949160e+01	9.575296e+01	6.368029e+02	1.252983e+03	NaN	NaN	NaN	NaN	NaN	0.420	C	0	0	unmatched_235.21
547	5228.617	3505.053	21.3580049	-1.3640955	11.307	8.110	84.084	0.2828	3.203158e+03	2.431150e+02	21.2361	0.0824	3.500	10.464	2.7521	26.7706	13.175	1.055597e+02	4.251602e+02	9.672661e+02	8.298503e+02	0.360	11.847	3.158	22.7217	26.8240	0.569	B	0	0	unmatched_47.39
548	915.124	3537.762	21.6732164	-1.3616910	7.724	4.970	-27.146	0.3566	4.388451e+03	1.721961e+02	20.8942	0.0426	4.005	11.816	3.1077	27.4356	25.485	1.920812e+02	2.801526e+02	6.231161e+02	1.757767e+03	NaN	NaN	NaN	NaN	NaN	0.476	C	0	0	unmatched_136.06
549	5748.490	3552.676	21.3200147	-1.3606154	15.072	12.026	74.956	0.2021	2.294107e+04	3.827391e+02	19.0985	0.0181	4.188	13.900	3.6556	26.8486	59.939	5.989338e+01	4.078538e+02	9.432692e+02	1.325499e+03	0.360	12.822	3.523	22.8264	26.9939	0.635	B	0	0	unmatched_175.64
550	5589.045	3502.212	21.3316662	-1.3643025	29.593	18.841	-83.553	0.3633	3.427624e+05	7.280098e+02	16.1625	0.0023	4.268	31.669	8.3289	28.1788	470.821	9.550498e+00	1.014014e+02	3.214567e+02	1.675822e+03	NaN	NaN	NaN	NaN	NaN	0.442	C	0	0	unmatched_131.69
551	2064.832	3492.777	21.5892018	-1.3649854	6.595	4.306	2.918	0.3472	3.399709e+03	1.349101e+02	21.1714	0.0431	3.746	15.572	4.0954	27.5710	25.200	2.653875e+02	4.037801e+02	1.017682e+03	2.820261e+03	0.360	4.444	4.625	23.7996	25.4224	0.514	B	0	0	unmatched_138.18
552	5694.531	3499.299	21.3239577	-1.3645150	36.317	18.649	-37.880	0.4865	3.986126e+05	1.029994e+03	15.9986	0.0028	5.591	31.493	8.2826	27.8789	387.005	6.040138e+02	7.953727e+02	9.346561e+02	1.783498e+03	NaN	NaN	NaN	NaN	NaN	0.452	C	0	0	unmatched_158.50
553	2199.302	3622.161	21.5793746	-1.3555340	17.456	5.946	-87.809	0.6594	4.328809e+03	2.433711e+02	20.9091	0.0610	3.500	12.755	3.3547	27.4917	17.787	5.656785e+01	2.629841e+02	4.670628e+02	6.094626e+02	0.726	8.992	5.587	23.5729	26.7832	0.463	C	0	0	unmatched_118.44
554	2216.736	3692.009	21.5781002	-1.3504314	16.342	9.774	-73.340	0.4019	2.224626e+03	3.044001e+02	21.6319	0.1486	3.500	18.215	4.7906	27.9769	7.308	6.490661e+01	2.824027e+02	5.292811e+02	7.992331e+02	1.334	12.836	2.727	23.0940	26.8380	0.428	C	0	0	unmatched_125.85
555	6402.668	3705.953	21.2722106	-1.3494156	18.461	14.922	-85.794	0.1917	2.065804e+04	5.116691e+02	19.2123	0.0269	4.480	24.736	6.5055	28.2610	40.374	1.109371e+01	7.703901e+01	4.888310e+02	1.055402e+03	NaN	NaN	NaN	NaN	NaN	0.450	C	0	0	unmatched_345.30
556	1749.731	3838.581	21.6122256	-1.3397208	12.053	7.143	11.885	0.4074	3.720780e+03	2.226943e+02	21.0734	0.0650	3.500	20.879	5.4911	27.5258	16.708	2.379967e+02	3.916960e+02	8.417243e+02	2.058954e+03	NaN	NaN	NaN	NaN	NaN	0.453	C	0	0	unmatched_97.80
557	4742.040	3868.514	21.3935622	-1.3375430	20.824	11.228	88.829	0.4608	2.187325e+04	3.974781e+02	19.1502	0.0197	3.500	17.377	4.5702	28.0495	55.030	8.686281e+01	1.582353e+02	4.812270e+02	9.723726e+02	NaN	NaN	NaN	NaN	NaN	0.385	C	0	0	unmatched_58.78
558	1651.507	3886.471	21.6194029	-1.3362216	12.811	6.260	-85.267	0.5114	8.823375e+03	2.165747e+02	20.1359	0.0267	3.500	24.844	6.5340	27.6320	40.741	2.613313e+02	4.032704e+02	7.153811e+02	2.470235e+03	NaN	NaN	NaN	NaN	NaN	0.456	C	0	0	unmatched_78.51
559	1670.361	3900.178	21.6180251	-1.3352204	9.579	4.735	-63.639	0.5057	2.622387e+03	1.637981e+02	21.4533	0.0678	3.500	17.002	4.4715	27.4057	16.010	2.426231e+02	4.110066e+02	8.496793e+02	1.764692e+03	NaN	NaN	NaN	NaN	NaN	0.425	C	0	0	unmatched_84.60
560	1259.351	3930.515	21.6480591	-1.3330013	14.785	5.613	-25.424	0.6204	1.957931e+03	2.337819e+02	21.7705	0.1296	3.500	9.509	2.5007	27.3206	8.375	5.652252e+01	2.505034e+02	4.318301e+02	3.950248e+02	0.857	63.145	3.293	22.4462	27.6682	0.434	C	0	0	unmatched_60.71
561	6513.888	3887.763	21.2640840	-1.3361329	16.088	8.388	-60.653	0.4786	1.314068e+04	3.272087e+02	19.7035	0.0270	3.775	25.284	6.6497	27.9068	40.160	2.501191e+02	5.031056e+02	6.728777e+02	1.536448e+03	0.360	6.846	4.296	23.3898	25.6814	0.479	C	0	0	unmatched_369.78
562	631.990	3950.826	21.6939025	-1.3315124	17.480	10.616	-63.574	0.3927	7.882779e+03	3.486641e+02	20.2583	0.0480	3.500	20.461	5.3811	27.7610	22.609	-2.569160e+01	1.331325e+01	7.000302e+02	7.950949e+02	0.360	20.003	3.951	22.5219	27.5811	0.503	B	0	0	unmatched_207.10
563	447.180	3941.215	21.7074072	-1.3322129	14.601	8.593	-59.024	0.4115	2.903413e+03	3.036713e+02	21.3427	0.1136	3.693	13.696	3.6021	27.8556	9.561	1.867316e+02	2.350910e+02	5.172789e+02	6.178895e+02	0.453	3.110	3.864	24.3488	25.3975	0.418	C	0	0	unmatched_253.73
564	727.475	3829.453	21.6869261	-1.3403801	42.569	20.904	-58.961	0.5089	3.107432e+05	8.756444e+02	16.2690	0.0031	4.084	45.020	11.8403	28.0169	354.874	3.782710e+02	5.874669e+02	8.454765e+02	2.029930e+03	NaN	NaN	NaN	NaN	NaN	0.475	C	0	0	unmatched_176.04
565	6523.747	4017.948	21.2633641	-1.3266223	11.095	3.994	18.692	0.6400	2.399889e+03	1.769941e+02	21.5495	0.0801	3.500	21.680	5.7019	28.1990	13.559	2.847515e+02	3.380714e+02	4.217690e+02	1.403819e+03	0.471	3.279	3.360	23.7063	25.2081	0.394	C	0	0	unmatched_373.00
566	1013.933	4037.153	21.6659918	-1.3252090	8.774	6.972	38.654	0.2053	5.362865e+03	2.172057e+02	20.6765	0.0440	3.687	12.518	3.2921	27.0187	24.690	2.430517e+02	4.072677e+02	8.666554e+02	4.499689e+03	NaN	NaN	NaN	NaN	NaN	0.573	B	0	0	unmatched_106.02
567	6519.044	4059.482	21.2637080	-1.3235880	15.267	10.683	-42.004	0.3003	1.793112e+05	3.570471e+02	16.8660	0.0022	3.706	18.185	4.7825	28.1605	502.206	-1.884742e+01	-1.304777e+01	5.839773e+02	5.623611e+02	0.360	27.517	3.281	22.8727	28.3138	0.476	C	0	0	unmatched_372.63
568	5342.568	4076.109	21.3496787	-1.3223766	17.008	7.419	39.239	0.5638	1.671042e+03	2.992982e+02	21.9425	0.1945	3.500	19.235	5.0589	28.4070	5.583	4.743785e+01	7.856798e+01	3.846880e+02	5.645796e+02	NaN	NaN	NaN	NaN	NaN	0.190	D	0	0	unmatched_73.06
569	4846.299	4152.107	21.3859435	-1.3168250	11.094	7.767	-26.060	0.2999	2.622754e+03	2.534012e+02	21.4531	0.1049	3.500	19.046	5.0092	27.7937	10.350	3.133205e+02	3.866438e+02	6.710504e+02	1.477293e+03	0.653	2.964	4.311	23.6510	24.8467	0.481	C	0	0	unmatched_54.67
570	6428.207	4227.217	21.2703465	-1.3113344	17.351	13.663	89.568	0.2125	4.227918e+04	3.806034e+02	18.4347	0.0098	3.500	31.543	8.2959	28.2554	111.085	2.190038e+02	2.687104e+02	4.814051e+02	1.546032e+03	NaN	NaN	NaN	NaN	NaN	0.470	C	0	0	unmatched_355.99
571	1372.036	4189.076	21.6398228	-1.3141129	30.247	18.409	7.356	0.3914	4.075377e+04	5.814535e+02	18.4746	0.0155	3.500	20.529	5.3991	25.8406	70.089	2.059586e+02	1.015057e+03	4.060510e+03	7.705093e+03	0.585	18.507	5.215	20.3717	25.4230	0.638	B	0	0	unmatched_3.78
572	1197.275	4249.946	21.6525927	-1.3096648	12.251	7.902	-18.349	0.3550	4.625573e+03	2.501057e+02	20.8371	0.0587	3.500	24.908	6.5508	27.6439	18.494	2.290671e+02	3.690142e+02	8.178197e+02	2.455392e+03	NaN	NaN	NaN	NaN	NaN	0.481	C	0	0	unmatched_51.91
573	3615.074	4233.465	21.4759148	-1.3108803	8.416	6.193	32.474	0.2642	1.136755e+03	1.944948e+02	22.3608	0.1858	3.500	17.585	4.6249	28.0123	5.845	2.360156e+02	3.800845e+02	4.776960e+02	1.451342e+03	NaN	NaN	NaN	NaN	NaN	0.316	C	0	0	unmatched_109.23
574	1746.194	4339.147	21.6124808	-1.3031520	20.426	7.529	31.168	0.6314	1.362171e+05	4.101942e+02	17.1644	0.0033	4.552	55.388	14.5671	28.3404	332.080	1.924921e+01	1.204674e+02	6.208518e+02	2.014288e+03	NaN	NaN	NaN	NaN	NaN	0.437	C	0	0	unmatched_102.29
575	5623.636	4412.679	21.3291404	-1.2977879	10.170	4.846	-89.932	0.5235	2.346711e+03	1.967449e+02	21.5739	0.0910	3.500	22.415	5.8952	28.0004	11.928	2.614222e+02	4.534476e+02	6.175583e+02	1.647146e+03	0.360	6.301	5.325	23.4607	25.6047	0.379	C	0	0	unmatched_186.28
576	4538.726	4460.734	21.4084193	-1.2942782	8.723	5.855	3.124	0.3288	2.319235e+03	2.319244e+02	21.5866	0.1086	3.500	13.886	3.6520	26.9202	10.000	2.006670e+02	5.682693e+02	8.621874e+02	1.467944e+03	0.909	43.863	5.407	21.2849	26.7632	0.547	B	0	0	unmatched_154.77
577	466.644	4556.281	21.7059790	-1.2872799	19.427	9.445	21.820	0.5138	1.072812e+04	5.058540e+02	19.9237	0.0512	4.196	14.122	3.7141	27.5506	21.208	-8.539949e+00	9.031940e+01	4.827742e+02	7.880679e+02	NaN	NaN	NaN	NaN	NaN	0.428	C	0	0	unmatched_260.06
578	1431.047	4569.522	21.6355079	-1.2863200	15.170	9.138	-77.828	0.3976	4.056703e+03	3.305618e+02	20.9796	0.0885	3.500	20.098	5.2857	27.9924	12.272	1.382117e+02	2.633912e+02	5.545176e+02	8.661149e+02	NaN	NaN	NaN	NaN	NaN	0.350	C	0	0	unmatched_99.93
579	6326.412	4568.859	21.2777865	-1.2863761	12.004	4.893	11.405	0.5924	4.609515e+03	2.350504e+02	20.8409	0.0554	3.877	24.190	6.3620	28.4166	19.611	2.205261e+02	3.467446e+02	3.830235e+02	9.879009e+02	NaN	NaN	NaN	NaN	NaN	0.322	C	0	0	unmatched_362.13
580	76.505	4597.030	21.7344867	-1.2842994	15.395	7.560	31.668	0.5089	2.807629e+03	3.010152e+02	21.3792	0.1164	3.500	14.551	3.8270	27.6523	9.327	3.593585e+01	2.419815e+02	6.524125e+02	5.816445e+02	0.360	19.229	4.718	22.7883	27.5312	0.385	C	16	0	unmatched_360.48
581	5565.112	4592.153	21.3334175	-1.2846765	12.641	5.095	-46.629	0.5969	3.700885e+03	2.283921e+02	21.0792	0.0670	3.500	18.985	4.9932	27.0379	16.204	3.037189e+02	4.162415e+02	1.458489e+03	2.464539e+03	NaN	NaN	NaN	NaN	NaN	0.461	C	0	0	unmatched_212.28
582	461.600	4687.051	21.7063463	-1.2777265	13.230	6.466	-72.388	0.5113	1.167686e+04	2.902013e+02	19.8317	0.0270	3.629	15.689	4.1262	27.8270	40.237	-7.395327e+00	1.158969e+02	5.027935e+02	7.850980e+02	0.360	14.505	7.968	23.9064	26.8337	0.416	C	0	0	unmatched_275.76
583	5899.528	4700.493	21.3089808	-1.2767609	10.140	9.532	46.782	0.0600	6.799864e+03	2.557979e+02	20.4187	0.0408	3.500	21.209	5.5780	27.8778	26.583	2.369569e+02	3.494633e+02	6.124657e+02	2.010694e+03	NaN	NaN	NaN	NaN	NaN	0.523	B	0	0	unmatched_291.05
584	1656.370	4711.881	21.6190420	-1.2759214	9.622	5.942	59.201	0.3825	1.939115e+03	1.878947e+02	21.7810	0.1052	3.500	9.651	2.5381	26.8882	10.320	3.134721e+02	3.636443e+02	4.084402e+02	1.327544e+03	NaN	NaN	NaN	NaN	NaN	0.451	C	0	0	unmatched_148.72
585	2501.072	4717.817	21.5573172	-1.2754923	17.988	11.047	-1.825	0.3859	1.498520e+04	4.001054e+02	19.5608	0.0290	3.831	22.940	6.0332	28.0294	37.453	9.708758e+01	1.087368e+02	5.549495e+02	1.013925e+03	NaN	NaN	NaN	NaN	NaN	0.426	C	0	0	unmatched_139.37
586	1448.085	4775.326	21.6342614	-1.2712852	28.217	14.411	-46.362	0.4893	2.628339e+04	5.733347e+02	18.9508	0.0237	3.846	24.211	6.3676	27.9128	45.843	4.591702e+01	1.256504e+02	3.869601e+02	1.334451e+03	0.360	21.306	3.173	22.9195	27.0720	0.484	C	0	0	unmatched_154.22
587	1897.610	4804.114	21.6014134	-1.2691848	12.160	6.698	-66.319	0.4492	2.832617e+03	2.512157e+02	21.3695	0.0963	3.816	13.037	3.4287	27.9952	11.276	3.710514e+01	1.028501e+02	4.276807e+02	5.209519e+02	0.360	23.244	3.157	23.4374	26.9015	0.384	C	0	0	unmatched_86.39
588	690.598	4731.044	21.6896127	-1.2745146	8.831	5.105	6.437	0.4220	7.696555e+03	1.913571e+02	20.2843	0.0270	3.667	19.319	5.0809	27.7401	40.221	3.071644e+02	3.837837e+02	6.687134e+02	2.908300e+03	0.360	2.594	9.440	23.9131	24.9123	0.441	C	0	0	unmatched_231.37
589	180.886	4847.622	21.7268569	-1.2659937	21.866	6.931	-48.911	0.6830	7.868036e+03	3.342149e+02	20.2603	0.0461	3.500	22.631	5.9521	27.6549	23.542	4.580158e+01	1.719486e+02	8.200420e+02	1.689262e+03	0.360	17.581	5.489	22.7165	26.1756	0.444	C	0	0	unmatched_360.78
590	2947.829	4847.867	21.5246709	-1.2659933	8.849	3.996	42.988	0.5484	7.372161e+02	1.545790e+02	22.8310	0.2277	3.500	14.234	3.7435	27.4391	4.769	2.648536e+02	3.858874e+02	7.649920e+02	1.062368e+03	NaN	NaN	NaN	NaN	NaN	0.301	C	0	0	unmatched_120.70
591	5788.288	4896.428	21.3171100	-1.2624472	15.701	5.094	-9.226	0.6755	8.224238e+03	2.738181e+02	20.2123	0.0361	3.937	27.671	7.2774	28.3852	30.035	2.147669e+02	3.521937e+02	4.777737e+02	1.375502e+03	0.466	2.370	8.722	24.1832	25.0867	0.376	C	0	0	unmatched_311.49
592	3374.259	4890.692	21.4935103	-1.2628660	11.950	4.923	77.384	0.5880	4.601402e+03	2.121483e+02	20.8428	0.0501	3.500	24.631	6.4780	27.6029	21.690	3.868945e+02	4.783284e+02	9.420649e+02	3.203595e+03	NaN	NaN	NaN	NaN	NaN	0.440	C	0	0	unmatched_54.69
593	1209.830	4954.033	21.6516697	-1.2582282	10.909	5.723	-55.561	0.4754	2.001372e+03	2.197140e+02	21.7467	0.1192	3.500	11.568	3.0424	27.7641	9.109	8.190483e+01	1.574103e+02	5.035777e+02	5.084396e+02	0.360	15.550	3.867	23.3510	27.4012	0.378	C	0	0	unmatched_205.64
594	1621.436	4943.906	21.6215931	-1.2589708	37.910	15.271	89.300	0.5972	3.927767e+04	6.321138e+02	18.5146	0.0175	3.552	27.650	7.2719	26.5084	62.137	3.363134e+02	4.158777e+02	1.261317e+03	6.563771e+03	0.360	48.117	7.377	19.2157	24.4430	0.592	B	0	0	unmatched_129.55
595	56.805	4910.819	21.7359229	-1.2613758	13.325	8.908	-84.865	0.3315	9.706904e+03	3.158607e+02	20.0323	0.0353	4.311	19.175	5.0431	28.0104	30.732	2.842641e+02	3.610340e+02	5.454844e+02	9.951172e+02	0.484	3.073	4.446	23.8246	25.0673	0.516	B	16	0	unmatched_397.39
596	2280.359	4979.568	21.5734440	-1.2563691	10.795	4.878	46.512	0.5481	2.966983e+03	1.947358e+02	21.3192	0.0713	3.500	24.984	6.5707	27.9707	15.236	1.490399e+02	4.244902e+02	4.363018e+02	2.226011e+03	NaN	NaN	NaN	NaN	NaN	0.359	C	0	0	unmatched_52.47
597	5872.264	4913.038	21.3109737	-1.2612335	7.216	4.854	-27.871	0.3274	4.383739e+03	1.672007e+02	20.8954	0.0414	3.699	16.586	4.3621	26.9227	26.218	2.674885e+02	5.378042e+02	1.684873e+03	3.976769e+03	NaN	NaN	NaN	NaN	NaN	0.570	B	0	0	unmatched_328.11
598	525.101	4957.973	21.7017037	-1.2579351	25.422	8.693	34.512	0.6581	1.338707e+04	4.420898e+02	19.6833	0.0359	3.642	23.803	6.2603	27.6795	30.281	1.274043e+02	1.726835e+02	9.506092e+02	1.481452e+03	0.360	19.944	9.259	22.6478	27.0770	0.413	C	0	0	unmatched_303.02
599	5546.868	5040.537	21.3347516	-1.2519198	11.245	4.078	-80.410	0.6373	2.027064e+03	1.938520e+02	21.7328	0.1038	3.500	19.215	5.0537	27.8489	10.457	2.293210e+02	3.273234e+02	6.394423e+02	1.758937e+03	NaN	NaN	NaN	NaN	NaN	0.290	D	0	0	unmatched_314.83
600	2257.868	5082.582	21.5750869	-1.2488433	14.994	6.173	7.003	0.5883	3.449447e+03	2.684729e+02	21.1556	0.0845	3.500	25.385	6.6762	27.7153	12.848	1.602680e+02	5.907411e+02	6.940457e+02	2.161981e+03	NaN	NaN	NaN	NaN	NaN	0.364	C	0	0	unmatched_42.00
601	1344.642	5041.512	21.6418181	-1.2518384	14.917	8.868	42.521	0.4055	5.110281e+03	3.269914e+02	20.7289	0.0695	3.500	28.941	7.6114	27.6658	15.628	4.729260e+02	6.635102e+02	1.065933e+03	2.990556e+03	0.646	3.604	4.550	23.0296	24.7786	0.540	B	0	0	unmatched_198.56
602	3701.151	5096.636	21.4696229	-1.2478215	13.019	4.571	-85.074	0.6489	5.715632e+03	2.320558e+02	20.6073	0.0441	3.500	32.365	8.5121	27.7759	24.630	3.148139e+02	4.051270e+02	7.652728e+02	3.757744e+03	NaN	NaN	NaN	NaN	NaN	0.428	C	0	0	unmatched_28.93
603	3961.907	5110.536	21.4505688	-1.2468064	17.977	5.397	36.508	0.6998	3.666022e+04	2.707862e+02	18.5895	0.0080	3.500	31.973	8.4088	28.4521	135.384	1.574830e+01	3.117900e+02	7.631907e+02	1.055754e+03	0.490	4.640	3.808	23.0929	25.0547	0.432	C	0	0	unmatched_97.60
604	3943.070	5183.443	21.4519451	-1.2414802	7.301	4.114	-0.092	0.4366	1.454751e+03	1.483654e+02	22.0930	0.1107	3.500	13.115	3.4493	27.3421	9.805	2.599265e+02	3.928874e+02	7.896624e+02	1.340577e+03	0.682	3.993	3.628	23.6042	25.5203	0.489	C	0	0	unmatched_95.64
605	5781.263	5180.315	21.3176241	-1.2417079	14.401	9.284	64.636	0.3553	1.204282e+04	4.288885e+02	19.7982	0.0387	4.885	11.274	2.9651	27.9908	28.079	1.006582e+02	1.625347e+02	4.565060e+02	3.422466e+02	NaN	NaN	NaN	NaN	NaN	0.398	C	0	0	unmatched_374.20
606	6312.725	5175.703	21.2787889	-1.2420433	17.044	12.546	45.252	0.2639	1.958719e+05	5.026518e+02	16.7701	0.0028	4.627	17.754	4.6693	27.3675	389.677	1.724013e+01	1.556714e+02	9.167855e+02	1.416360e+03	0.360	19.762	6.991	22.0876	25.0209	0.538	B	0	0	unmatched_456.33
607	4128.945	5232.529	21.4383628	-1.2378944	9.757	7.007	17.899	0.2818	1.553011e+03	2.093004e+02	22.0221	0.1463	3.500	23.136	6.0848	28.4084	7.420	2.485242e+02	3.569381e+02	4.145586e+02	1.633529e+03	0.523	3.668	3.021	23.8034	25.5256	0.417	C	0	0	unmatched_146.20
608	1491.078	5221.207	21.6311166	-1.2387119	11.914	7.440	-64.272	0.3755	3.780093e+03	2.521192e+02	21.0562	0.0724	3.597	22.083	5.8078	28.1070	14.993	2.798704e+02	3.886251e+02	5.755258e+02	1.743419e+03	0.455	2.872	3.660	23.8759	25.1110	0.465	C	0	0	unmatched_165.26
609	6060.060	5285.096	21.2972521	-1.2340524	15.983	5.642	-9.315	0.6470	3.945272e+03	2.789176e+02	21.0098	0.0768	4.051	16.110	4.2368	28.2980	14.145	3.835709e+01	1.011598e+02	3.308433e+02	5.173791e+02	NaN	NaN	NaN	NaN	NaN	0.248	D	0	0	unmatched_436.22
610	2384.058	5287.796	21.5658649	-1.2338521	11.592	7.661	-27.273	0.3391	3.602008e+03	2.563450e+02	21.1086	0.0773	3.500	10.104	2.6573	26.2878	14.051	2.953235e+02	6.716143e+02	9.699486e+02	1.444101e+03	0.959	8.794	3.684	22.5126	26.0011	0.640	B	0	0	unmatched_95.35
611	3642.205	5325.043	21.4739297	-1.2311351	10.244	4.825	53.843	0.5290	5.042853e+03	1.938593e+02	20.7433	0.0417	3.500	19.833	5.2160	27.7290	26.013	1.820741e+02	4.689403e+02	6.937067e+02	4.290847e+03	0.360	7.465	9.830	23.5373	25.6321	0.417	C	0	0	unmatched_62.92
612	4536.527	5263.144	21.4085798	-1.2356581	10.857	5.343	-82.492	0.5079	3.987243e+03	2.356674e+02	20.9983	0.0642	3.500	15.052	3.9586	27.3216	16.919	3.651552e+02	4.696152e+02	9.005362e+02	1.528049e+03	0.433	3.073	5.724	23.5053	24.9088	0.494	C	0	0	unmatched_252.67
613	4456.173	5253.287	21.4144514	-1.2363782	16.274	9.087	-61.132	0.4416	9.006567e+03	3.799130e+02	20.1136	0.0458	3.825	30.412	7.9983	27.9316	23.707	2.391863e+02	6.620357e+02	9.159687e+02	1.601245e+03	0.360	7.925	4.771	23.0183	25.7554	0.495	C	0	0	unmatched_231.42
614	304.551	5360.556	21.7178155	-1.2285230	12.726	7.010	-46.932	0.4492	6.599777e+03	2.934583e+02	20.4512	0.0483	3.500	15.779	4.1498	27.8300	22.490	-1.973089e-01	1.685809e+02	5.256656e+02	7.645277e+02	0.360	15.219	4.782	23.2016	27.5612	0.461	C	0	0	unmatched_418.70
615	2265.608	5316.305	21.5745201	-1.2317688	10.214	4.406	80.072	0.5686	3.273254e+03	1.791168e+02	21.2126	0.0594	3.500	15.578	4.0969	27.6580	18.274	3.663118e+02	4.384673e+02	6.068351e+02	2.336534e+03	0.441	2.443	4.342	23.6332	24.5589	0.470	C	0	0	unmatched_79.60
616	4278.603	5375.100	21.4274268	-1.2274790	20.099	6.136	-82.516	0.6947	2.128728e+04	4.004909e+02	19.1797	0.0204	4.826	45.422	11.9460	27.4167	53.153	1.746884e+01	1.228440e+02	2.757606e+02	1.392320e+03	NaN	NaN	NaN	NaN	NaN	0.512	B	0	0	unmatched_195.57
617	98.115	5413.908	21.7328991	-1.2246236	11.212	4.812	-38.111	0.5708	7.291132e+03	1.936783e+02	20.3430	0.0288	3.500	31.886	8.3861	28.0843	37.646	1.281364e+02	2.826697e+02	4.041285e+02	5.815869e+03	NaN	NaN	NaN	NaN	NaN	0.404	C	0	0	unmatched_466.86
